hazard,epoch,rcp,gcm,return_period,path
fluvial,2050,8.5,NorESM1-M,500,aqueduct_flood/inunriver_rcp8p5_00000NorESM1-M_2050_rp00500__KEN.tif
fluvial,2050,8.5,NorESM1-M,1000,aqueduct_flood/inunriver_rcp8p5_00000NorESM1-M_2050_rp01000__KEN.tif
fluvial,2080,4.5,GFDL-ESM2M,2,aqueduct_flood/inunriver_rcp4p5_0000GFDL-ESM2M_2080_rp00002__KEN.tif
fluvial,2080,4.5,GFDL-ESM2M,5,aqueduct_flood/inunriver_rcp4p5_0000GFDL-ESM2M_2080_rp00005__KEN.tif
fluvial,2080,4.5,GFDL-ESM2M,10,aqueduct_flood/inunriver_rcp4p5_0000GFDL-ESM2M_2080_rp00010__KEN.tif
fluvial,2080,4.5,GFDL-ESM2M,25,aqueduct_flood/inunriver_rcp4p5_0000GFDL-ESM2M_2080_rp00025__KEN.tif
fluvial,2080,4.5,GFDL-ESM2M,50,aqueduct_flood/inunriver_rcp4p5_0000GFDL-ESM2M_2080_rp00050__KEN.tif
fluvial,2080,4.5,GFDL-ESM2M,100,aqueduct_flood/inunriver_rcp4p5_0000GFDL-ESM2M_2080_rp00100__KEN.tif
fluvial,2080,4.5,GFDL-ESM2M,250,aqueduct_flood/inunriver_rcp4p5_0000GFDL-ESM2M_2080_rp00250__KEN.tif
fluvial,2080,4.5,GFDL-ESM2M,500,aqueduct_flood/inunriver_rcp4p5_0000GFDL-ESM2M_2080_rp00500__KEN.tif
fluvial,2080,4.5,GFDL-ESM2M,1000,aqueduct_flood/inunriver_rcp4p5_0000GFDL-ESM2M_2080_rp01000__KEN.tif
fluvial,2080,4.5,HadGEM2-ES,2,aqueduct_flood/inunriver_rcp4p5_0000HadGEM2-ES_2080_rp00002__KEN.tif
fluvial,2080,4.5,HadGEM2-ES,5,aqueduct_flood/inunriver_rcp4p5_0000HadGEM2-ES_2080_rp00005__KEN.tif
fluvial,2080,4.5,HadGEM2-ES,10,aqueduct_flood/inunriver_rcp4p5_0000HadGEM2-ES_2080_rp00010__KEN.tif
fluvial,2080,4.5,HadGEM2-ES,25,aqueduct_flood/inunriver_rcp4p5_0000HadGEM2-ES_2080_rp00025__KEN.tif
fluvial,2080,4.5,HadGEM2-ES,50,aqueduct_flood/inunriver_rcp4p5_0000HadGEM2-ES_2080_rp00050__KEN.tif
fluvial,2080,4.5,HadGEM2-ES,100,aqueduct_flood/inunriver_rcp4p5_0000HadGEM2-ES_2080_rp00100__KEN.tif
fluvial,2080,4.5,HadGEM2-ES,250,aqueduct_flood/inunriver_rcp4p5_0000HadGEM2-ES_2080_rp00250__KEN.tif
fluvial,2080,4.5,HadGEM2-ES,500,aqueduct_flood/inunriver_rcp4p5_0000HadGEM2-ES_2080_rp00500__KEN.tif
fluvial,2080,4.5,HadGEM2-ES,1000,aqueduct_flood/inunriver_rcp4p5_0000HadGEM2-ES_2080_rp01000__KEN.tif
fluvial,2080,4.5,IPSL-CM5A-LR,2,aqueduct_flood/inunriver_rcp4p5_00IPSL-CM5A-LR_2080_rp00002__KEN.tif
fluvial,2080,4.5,IPSL-CM5A-LR,5,aqueduct_flood/inunriver_rcp4p5_00IPSL-CM5A-LR_2080_rp00005__KEN.tif
fluvial,2080,4.5,IPSL-CM5A-LR,10,aqueduct_flood/inunriver_rcp4p5_00IPSL-CM5A-LR_2080_rp00010__KEN.tif
fluvial,2080,4.5,IPSL-CM5A-LR,25,aqueduct_flood/inunriver_rcp4p5_00IPSL-CM5A-LR_2080_rp00025__KEN.tif
fluvial,2080,4.5,IPSL-CM5A-LR,50,aqueduct_flood/inunriver_rcp4p5_00IPSL-CM5A-LR_2080_rp00050__KEN.tif
fluvial,2080,4.5,IPSL-CM5A-LR,100,aqueduct_flood/inunriver_rcp4p5_00IPSL-CM5A-LR_2080_rp00100__KEN.tif
fluvial,2080,4.5,IPSL-CM5A-LR,250,aqueduct_flood/inunriver_rcp4p5_00IPSL-CM5A-LR_2080_rp00250__KEN.tif
fluvial,2080,4.5,IPSL-CM5A-LR,500,aqueduct_flood/inunriver_rcp4p5_00IPSL-CM5A-LR_2080_rp00500__KEN.tif
fluvial,2080,4.5,IPSL-CM5A-LR,1000,aqueduct_flood/inunriver_rcp4p5_00IPSL-CM5A-LR_2080_rp01000__KEN.tif
fluvial,2080,4.5,MIROC-ESM-CHEM,2,aqueduct_flood/inunriver_rcp4p5_MIROC-ESM-CHEM_2080_rp00002__KEN.tif
fluvial,2080,4.5,MIROC-ESM-CHEM,5,aqueduct_flood/inunriver_rcp4p5_MIROC-ESM-CHEM_2080_rp00005__KEN.tif
fluvial,2080,4.5,MIROC-ESM-CHEM,10,aqueduct_flood/inunriver_rcp4p5_MIROC-ESM-CHEM_2080_rp00010__KEN.tif
fluvial,2080,4.5,MIROC-ESM-CHEM,25,aqueduct_flood/inunriver_rcp4p5_MIROC-ESM-CHEM_2080_rp00025__KEN.tif
fluvial,2080,4.5,MIROC-ESM-CHEM,50,aqueduct_flood/inunriver_rcp4p5_MIROC-ESM-CHEM_2080_rp00050__KEN.tif
fluvial,2080,4.5,MIROC-ESM-CHEM,100,aqueduct_flood/inunriver_rcp4p5_MIROC-ESM-CHEM_2080_rp00100__KEN.tif
fluvial,2080,4.5,MIROC-ESM-CHEM,250,aqueduct_flood/inunriver_rcp4p5_MIROC-ESM-CHEM_2080_rp00250__KEN.tif
fluvial,2080,4.5,MIROC-ESM-CHEM,500,aqueduct_flood/inunriver_rcp4p5_MIROC-ESM-CHEM_2080_rp00500__KEN.tif
fluvial,2080,4.5,MIROC-ESM-CHEM,1000,aqueduct_flood/inunriver_rcp4p5_MIROC-ESM-CHEM_2080_rp01000__KEN.tif
fluvial,2080,4.5,NorESM1-M,2,aqueduct_flood/inunriver_rcp4p5_00000NorESM1-M_2080_rp00002__KEN.tif
fluvial,2080,4.5,NorESM1-M,5,aqueduct_flood/inunriver_rcp4p5_00000NorESM1-M_2080_rp00005__KEN.tif
fluvial,2080,4.5,NorESM1-M,10,aqueduct_flood/inunriver_rcp4p5_00000NorESM1-M_2080_rp00010__KEN.tif
fluvial,2080,4.5,NorESM1-M,25,aqueduct_flood/inunriver_rcp4p5_00000NorESM1-M_2080_rp00025__KEN.tif
fluvial,2080,4.5,NorESM1-M,50,aqueduct_flood/inunriver_rcp4p5_00000NorESM1-M_2080_rp00050__KEN.tif
fluvial,2080,4.5,NorESM1-M,100,aqueduct_flood/inunriver_rcp4p5_00000NorESM1-M_2080_rp00100__KEN.tif
fluvial,2080,4.5,NorESM1-M,250,aqueduct_flood/inunriver_rcp4p5_00000NorESM1-M_2080_rp00250__KEN.tif
fluvial,2080,4.5,NorESM1-M,500,aqueduct_flood/inunriver_rcp4p5_00000NorESM1-M_2080_rp00500__KEN.tif
fluvial,2080,4.5,NorESM1-M,1000,aqueduct_flood/inunriver_rcp4p5_00000NorESM1-M_2080_rp01000__KEN.tif
fluvial,2080,8.5,GFDL-ESM2M,2,aqueduct_flood/inunriver_rcp8p5_0000GFDL-ESM2M_2080_rp00002__KEN.tif
fluvial,2080,8.5,GFDL-ESM2M,5,aqueduct_flood/inunriver_rcp8p5_0000GFDL-ESM2M_2080_rp00005__KEN.tif
fluvial,2080,8.5,GFDL-ESM2M,10,aqueduct_flood/inunriver_rcp8p5_0000GFDL-ESM2M_2080_rp00010__KEN.tif
fluvial,2080,8.5,GFDL-ESM2M,25,aqueduct_flood/inunriver_rcp8p5_0000GFDL-ESM2M_2080_rp00025__KEN.tif
fluvial,2080,8.5,GFDL-ESM2M,50,aqueduct_flood/inunriver_rcp8p5_0000GFDL-ESM2M_2080_rp00050__KEN.tif
fluvial,2080,8.5,GFDL-ESM2M,100,aqueduct_flood/inunriver_rcp8p5_0000GFDL-ESM2M_2080_rp00100__KEN.tif
fluvial,2080,8.5,GFDL-ESM2M,250,aqueduct_flood/inunriver_rcp8p5_0000GFDL-ESM2M_2080_rp00250__KEN.tif
fluvial,2080,8.5,GFDL-ESM2M,500,aqueduct_flood/inunriver_rcp8p5_0000GFDL-ESM2M_2080_rp00500__KEN.tif
fluvial,2080,8.5,GFDL-ESM2M,1000,aqueduct_flood/inunriver_rcp8p5_0000GFDL-ESM2M_2080_rp01000__KEN.tif
fluvial,2080,8.5,HadGEM2-ES,2,aqueduct_flood/inunriver_rcp8p5_0000HadGEM2-ES_2080_rp00002__KEN.tif
fluvial,2080,8.5,HadGEM2-ES,5,aqueduct_flood/inunriver_rcp8p5_0000HadGEM2-ES_2080_rp00005__KEN.tif
fluvial,2080,8.5,HadGEM2-ES,10,aqueduct_flood/inunriver_rcp8p5_0000HadGEM2-ES_2080_rp00010__KEN.tif
fluvial,2080,8.5,HadGEM2-ES,25,aqueduct_flood/inunriver_rcp8p5_0000HadGEM2-ES_2080_rp00025__KEN.tif
fluvial,2080,8.5,HadGEM2-ES,50,aqueduct_flood/inunriver_rcp8p5_0000HadGEM2-ES_2080_rp00050__KEN.tif
fluvial,2080,8.5,HadGEM2-ES,100,aqueduct_flood/inunriver_rcp8p5_0000HadGEM2-ES_2080_rp00100__KEN.tif
fluvial,2080,8.5,HadGEM2-ES,250,aqueduct_flood/inunriver_rcp8p5_0000HadGEM2-ES_2080_rp00250__KEN.tif
fluvial,2080,8.5,HadGEM2-ES,500,aqueduct_flood/inunriver_rcp8p5_0000HadGEM2-ES_2080_rp00500__KEN.tif
fluvial,2080,8.5,HadGEM2-ES,1000,aqueduct_flood/inunriver_rcp8p5_0000HadGEM2-ES_2080_rp01000__KEN.tif
fluvial,2080,8.5,IPSL-CM5A-LR,2,aqueduct_flood/inunriver_rcp8p5_00IPSL-CM5A-LR_2080_rp00002__KEN.tif
fluvial,2080,8.5,IPSL-CM5A-LR,5,aqueduct_flood/inunriver_rcp8p5_00IPSL-CM5A-LR_2080_rp00005__KEN.tif
fluvial,2080,8.5,IPSL-CM5A-LR,10,aqueduct_flood/inunriver_rcp8p5_00IPSL-CM5A-LR_2080_rp00010__KEN.tif
fluvial,2080,8.5,IPSL-CM5A-LR,25,aqueduct_flood/inunriver_rcp8p5_00IPSL-CM5A-LR_2080_rp00025__KEN.tif
fluvial,2080,8.5,IPSL-CM5A-LR,50,aqueduct_flood/inunriver_rcp8p5_00IPSL-CM5A-LR_2080_rp00050__KEN.tif
fluvial,2080,8.5,IPSL-CM5A-LR,100,aqueduct_flood/inunriver_rcp8p5_00IPSL-CM5A-LR_2080_rp00100__KEN.tif
fluvial,2080,8.5,IPSL-CM5A-LR,250,aqueduct_flood/inunriver_rcp8p5_00IPSL-CM5A-LR_2080_rp00250__KEN.tif
fluvial,2080,8.5,IPSL-CM5A-LR,500,aqueduct_flood/inunriver_rcp8p5_00IPSL-CM5A-LR_2080_rp00500__KEN.tif
fluvial,2080,8.5,IPSL-CM5A-LR,1000,aqueduct_flood/inunriver_rcp8p5_00IPSL-CM5A-LR_2080_rp01000__KEN.tif
fluvial,2080,8.5,MIROC-ESM-CHEM,2,aqueduct_flood/inunriver_rcp8p5_MIROC-ESM-CHEM_2080_rp00002__KEN.tif
fluvial,2080,8.5,MIROC-ESM-CHEM,5,aqueduct_flood/inunriver_rcp8p5_MIROC-ESM-CHEM_2080_rp00005__KEN.tif
fluvial,2080,8.5,MIROC-ESM-CHEM,10,aqueduct_flood/inunriver_rcp8p5_MIROC-ESM-CHEM_2080_rp00010__KEN.tif
fluvial,2080,8.5,MIROC-ESM-CHEM,25,aqueduct_flood/inunriver_rcp8p5_MIROC-ESM-CHEM_2080_rp00025__KEN.tif
fluvial,2080,8.5,MIROC-ESM-CHEM,50,aqueduct_flood/inunriver_rcp8p5_MIROC-ESM-CHEM_2080_rp00050__KEN.tif
fluvial,2080,8.5,MIROC-ESM-CHEM,100,aqueduct_flood/inunriver_rcp8p5_MIROC-ESM-CHEM_2080_rp00100__KEN.tif
fluvial,2080,8.5,MIROC-ESM-CHEM,250,aqueduct_flood/inunriver_rcp8p5_MIROC-ESM-CHEM_2080_rp00250__KEN.tif
fluvial,2080,8.5,MIROC-ESM-CHEM,500,aqueduct_flood/inunriver_rcp8p5_MIROC-ESM-CHEM_2080_rp00500__KEN.tif
fluvial,2080,8.5,MIROC-ESM-CHEM,1000,aqueduct_flood/inunriver_rcp8p5_MIROC-ESM-CHEM_2080_rp01000__KEN.tif
fluvial,2080,8.5,NorESM1-M,2,aqueduct_flood/inunriver_rcp8p5_00000NorESM1-M_2080_rp00002__KEN.tif
fluvial,2080,8.5,NorESM1-M,5,aqueduct_flood/inunriver_rcp8p5_00000NorESM1-M_2080_rp00005__KEN.tif
fluvial,2080,8.5,NorESM1-M,10,aqueduct_flood/inunriver_rcp8p5_00000NorESM1-M_2080_rp00010__KEN.tif
fluvial,2080,8.5,NorESM1-M,25,aqueduct_flood/inunriver_rcp8p5_00000NorESM1-M_2080_rp00025__KEN.tif
fluvial,2080,8.5,NorESM1-M,50,aqueduct_flood/inunriver_rcp8p5_00000NorESM1-M_2080_rp00050__KEN.tif
fluvial,2080,8.5,NorESM1-M,100,aqueduct_flood/inunriver_rcp8p5_00000NorESM1-M_2080_rp00100__KEN.tif
fluvial,2080,8.5,NorESM1-M,250,aqueduct_flood/inunriver_rcp8p5_00000NorESM1-M_2080_rp00250__KEN.tif
fluvial,2080,8.5,NorESM1-M,500,aqueduct_flood/inunriver_rcp8p5_00000NorESM1-M_2080_rp00500__KEN.tif
fluvial,2080,8.5,NorESM1-M,1000,aqueduct_flood/inunriver_rcp8p5_00000NorESM1-M_2080_rp01000__KEN.tif
